pre_site_id,post_site_id,ei_truth,syn_layer
2.61084E+11,6.35383E+11,1,Layer 5
1.88706E+11,1.88706E+11,1,Layer 5
3.30955E+11,3.30955E+11,1,Layer 5
10848990189,10848990188,1,Layer 5
10489198889,10489198887,1,Layer 5
10519103467,10519103466,1,Layer 5
10429372328,10429372327,1,Layer 5
1.89155E+11,1.89155E+11,1,Layer 5
1.89185E+11,1.89185E+11,1,Layer 5
3.69642E+11,3.69642E+11,1,Layer 5
1.89064E+11,1.89064E+11,1,Layer 5
1.53427E+11,1.53427E+11,1,Layer 5
6.35385E+11,4.73174E+11,1,Layer 5
2.5986E+11,6.35372E+11,1,Layer 5
46366640305,46366640304,1,Layer 5
46396527552,6.35408E+11,1,Layer 5
46366605623,46366605624,1,Layer 5
6.35374E+11,6.35382E+11,1,Layer 5
1.89004E+11,1.89004E+11,1,Layer 5
1.89034E+11,6.35373E+11,1,Layer 5
80836918537,6.35414E+11,1,Layer 5
3.68475E+11,3.68475E+11,1,Layer 5
3.01422E+11,3.01422E+11,1,Layer 5
3.69672E+11,3.69672E+11,1,Layer 5
3.70331E+11,3.70331E+11,1,Layer 5
4.0199E+11,4.0199E+11,1,Layer 5
6.3541E+11,45290456107,1,Layer 5
4.41515E+11,4.41515E+11,1,Layer 5
3.3625E+11,3.3625E+11,1,Layer 5
2.65994E+11,2.65994E+11,1,Layer 5
46067594296,46067594295,1,Layer 5
46097516279,46097516278,1,Layer 5
4.42144E+11,4.42144E+11,1,Layer 5
4.74011E+11,4.74011E+11,1,Layer 5
4.02109E+11,4.02109E+11,1,Layer 5
4.02139E+11,4.02139E+11,1,Layer 5
3.70301E+11,3.70301E+11,1,Layer 5
47711931215,47711931216,1,Layer 5
2.24223E+11,2.24223E+11,1,Layer 5
6.20029E+11,6.20029E+11,1,Layer 5
3.66472E+11,6.35401E+11,1,Layer 5
3.30925E+11,3.30925E+11,1,Layer 5
2.62523E+11,2.62523E+11,1,Layer 5
2.96841E+11,2.96841E+11,1,Layer 5
3.01332E+11,3.01332E+11,1,Layer 5
4.74311E+11,4.74311E+11,1,Layer 5
2.58666E+11,2.58666E+11,2,Layer 4
2.58636E+11,2.58636E+11,2,Layer 4
81019535969,81019535970,2,Layer 3
2.95171E+11,2.95171E+11,2,Layer 3
45950749634,45950749635,2,Layer 4
2.59863E+11,2.59863E+11,2,Layer 4
2.24046E+11,2.24046E+11,2,Layer 4
9745276518,9745276516,2,Layer 4
1.89725E+11,1.89725E+11,2,Layer 4
3.30539E+11,3.30539E+11,2,Layer 3
3.66325E+11,3.66325E+11,2,Layer 3
2.23059E+11,2.23059E+11,2,Layer 4
9416204469,9416204470,2,Layer 4
3.30568E+11,3.30568E+11,2,Layer 3
1.16237E+11,1.16237E+11,2,Layer 4
45292744456,45292744457,2,Layer 3
45621608319,45621608321,2,Layer 4
45322683740,45292761808,2,Layer 3
80840108396,80840108395,2,Layer 3
80959744106,80959744104,2,Layer 3
80989648703,80989648702,2,Layer 3
9296534075,9266612148,2,Layer 4
9266612150,9266612149,2,Layer 4
9296534072,9296534073,2,Layer 4
9505935618,9505935619,2,Layer 4
9505952945,9505952946,2,Layer 4
1.18541E+11,1.18541E+11,2,Layer 4
1.18691E+11,1.18691E+11,2,Layer 4
1.18691E+11,1.18691E+11,2,Layer 4
2.59863E+11,2.59863E+11,2,Layer 4
2.59803E+11,6.354E+11,2,Layer 4
82455251540,82455251539,2,Layer 4
1.18152E+11,1.18152E+11,2,Layer 4
46040515426,46040515425,2,Layer 4
9416169767,9416169766,2,Layer 4
11689786212,11689786211,2,Layer 4
1.88768E+11,1.88768E+11,2,Layer 4
81079379885,81079379884,2,Layer 3
6.35396E+11,3.3E+11,2,Layer 4
1.54238E+11,1.54238E+11,2,Layer 4
3.3E+11,3.3E+11,2,Layer 4
2.24166E+11,2.24166E+11,2,Layer 4
2.25392E+11,2.25392E+11,2,Layer 4
1.88708E+11,1.88708E+11,2,Layer 4
2.25422E+11,2.25422E+11,2,Layer 4
2.59773E+11,2.59773E+11,2,Layer 4
82126318252,82126335578,2,Layer 4
2.59384E+11,2.59384E+11,2,Layer 4
1.54328E+11,1.54328E+11,2,Layer 4
1.54328E+11,1.54328E+11,2,Layer 4
2.24196E+11,2.24196E+11,2,Layer 4
45053490266,45053490265,2,Layer 3
2.59564E+11,2.59534E+11,2,Layer 3
2.24076E+11,2.24076E+11,2,Layer 4
2.59654E+11,6.35408E+11,2,Layer 3
9326473349,9356395262,2,Layer 4
11869265847,11869248506,2,Layer 4
9685449893,6.35373E+11,2,Layer 4
45113334166,45143256099,2,Layer 3
2.23089E+11,2.23089E+11,2,Layer 4
81468191701,81468191700,2,Layer 4
9685449898,9685449899,2,Layer 4
6.3538E+11,46309795559,2,Layer 4
46309795557,46309795558,2,Layer 4
12048745427,12048745426,2,Layer 4
1.18601E+11,1.18601E+11,2,Layer 4
1.18541E+11,1.18541E+11,2,Layer 4
1.18541E+11,1.18541E+11,2,Layer 4
2.59534E+11,2.59534E+11,2,Layer 4
45980723550,45980723549,2,Layer 4
82066474359,6.35375E+11,2,Layer 4
82066474356,82066474357,2,Layer 4
9356377947,9356377946,2,Layer 4
45322683733,45322683732,2,Layer 3
2.58666E+11,2.58636E+11,2,Layer 4
1.87392E+11,1.87392E+11,2,Layer 4
46010697484,46010697483,2,Layer 4
45292865833,45292865834,2,Layer 3
44963395145,44963395144,2,Layer 4
2.25422E+11,2.25422E+11,2,Layer 4
9206716251,9206716252,2,Layer 4
10313914611,10313914610,2,Layer 4
2.59384E+11,2.59384E+11,2,Layer 4
1.54148E+11,6.35403E+11,2,Layer 4
3.30718E+11,3.30718E+11,2,Layer 3
2.59414E+11,2.59414E+11,2,Layer 4
45143256100,45143256101,2,Layer 3
9087115220,9087115219,2,Layer 4
4.74823E+11,4.74823E+11,2,Layer 3
4.74853E+11,4.74853E+11,2,Layer 3
4.75032E+11,4.75032E+11,2,Layer 3
3.32933E+11,3.32933E+11,2,Layer 3
5.10699E+11,5.10699E+11,2,Layer 3
1.55675E+11,1.55675E+11,2,Layer 3
6.35395E+11,5.82002E+11,2,Layer 4
6.35394E+11,5.82002E+11,2,Layer 4
5.46335E+11,5.46335E+11,2,Layer 4
2.25632E+11,2.25632E+11,2,Layer 4
1.54746E+11,1.54746E+11,2,Layer 4
2.62467E+11,2.62467E+11,2,Layer 3
4.39126E+11,4.39126E+11,2,Layer 3
3.6821E+11,3.6821E+11,2,Layer 3
4.39096E+11,4.39096E+11,2,Layer 3
4.38917E+11,4.38917E+11,2,Layer 3
3.32754E+11,3.32754E+11,2,Layer 3
4.39186E+11,4.39186E+11,2,Layer 3
4.03669E+11,4.03669E+11,2,Layer 3
6.35378E+11,6.1761E+11,2,Layer 4
1.90174E+11,6.35387E+11,2,Layer 4
84310324870,84310324871,2,Layer 4
4.39395E+11,4.39395E+11,2,Layer 3
84400593427,6.35398E+11,2,Layer 4
84400593429,84400593430,2,Layer 4
4.03847E+11,4.03847E+11,2,Layer 3
1.54687E+11,1.54687E+11,2,Layer 4
4.39006E+11,4.39006E+11,2,Layer 3
4.39186E+11,4.39186E+11,2,Layer 3
1.90114E+11,1.90114E+11,2,Layer 4
5.46365E+11,5.46336E+11,2,Layer 3
3.33442E+11,3.33442E+11,2,Layer 3
4.38947E+11,4.38947E+11,2,Layer 3
1.20181E+11,1.20181E+11,2,Layer 5
1.20091E+11,1.20091E+11,2,Layer 5
1.55758E+11,1.55728E+11,2,Layer 5
13068362277,13068362276,2,Layer 3
1.91881E+11,1.91881E+11,2,Layer 3
48585492242,48585492241,2,Layer 3
48585492253,48585492254,2,Layer 3
49512881595,49512881594,2,Layer 3
49393228538,49393228539,2,Layer 3
49542768815,49542768816,2,Layer 3
49453072448,49453072449,2,Layer 3
49482976967,49482976968,2,Layer 3
1.20458E+11,1.20458E+11,2,Layer 3
49602630042,49602630041,2,Layer 3
1.55945E+11,1.55945E+11,2,Layer 3
6.35396E+11,6.35396E+11,2,Layer 3
6.35386E+11,6.35409E+11,2,Layer 3
49752257051,49752257050,2,Layer 3
1.91523E+11,6.35394E+11,2,Layer 3
83743871138,83743871139,2,Layer 3
1.54629E+11,1.54629E+11,2,Layer 3
1.20428E+11,1.20428E+11,2,Layer 3
49572708126,6.35372E+11,2,Layer 3
49602630057,49602630056,2,Layer 3
6.35382E+11,85389300143,2,Layer 3
48914564231,48914564232,2,Layer 3
49213731559,49213731558,2,Layer 3
6.35407E+11,14414450682,2,Layer 3
6.35417E+11,14414450682,2,Layer 3
50081398345,6.35399E+11,2,Layer 3
13128240813,13128240814,2,Layer 3
13128223449,13128223450,2,Layer 3
13068362240,13068362241,2,Layer 3
85119950733,85119950734,2,Layer 3
1.56005E+11,1.56005E+11,2,Layer 3
49572725470,49572725469,2,Layer 3
83863506806,83863506805,2,Layer 3
49662491241,49662491242,2,Layer 3
49901866707,49901866708,2,Layer 3
1.20389E+11,1.20389E+11,2,Layer 6
84542575259,84542575260,2,Layer 6
48666156675,48666156674,2,Layer 6
84191625285,84191625284,1,Layer 3
84161720741,84161720744,1,Layer 3
47836577090,47836577091,1,Layer 3
47688926331,47688926332,1,Layer 3
47507470398,47507470397,1,Layer 3
13007339572,13007339571,1,Layer 3
13725327295,13725327296,1,Layer 3
47716923996,47716923997,1,Layer 3
48075900575,48075900574,1,Layer 3
2.25723E+11,6.35383E+11,1,Layer 3
85059621540,85059621541,1,Layer 3
6.35374E+11,6.35371E+11,1,Layer 3
13007339572,13007339577,1,Layer 3
48554616878,48524694949,1,Layer 3
83922397171,6.35383E+11,1,Layer 3
84341182908,84341182907,1,Layer 3
1.90983E+11,6.35416E+11,1,Layer 3
47657062798,47657062797,1,Layer 3
1.19709E+11,1.19709E+11,1,Layer 3
13545934414,13545934413,1,Layer 3
13366437441,13366437442,1,Layer 3
85089335359,85089335360,1,Layer 3
47599108489,47599108488,1,Layer 3
48524712265,48524712264,1,Layer 3
83952301780,83952301779,1,Layer 3
2.25783E+11,2.25783E+11,1,Layer 3
14796674771,14796674770,2,Layer 5
5.12726E+11,6.35398E+11,2,Layer 6
1.20989E+11,1.20989E+11,2,Layer 5
1.20989E+11,1.20989E+11,2,Layer 5
50493388370,50493388371,2,Layer 5
3.70268E+11,3.70268E+11,2,Layer 6
2.99023E+11,2.99023E+11,2,Layer 6
3.3469E+11,3.3469E+11,2,Layer 6
1.57643E+11,1.57643E+11,2,Layer 5
2.63686E+11,2.63686E+11,2,Layer 5
4.77179E+11,4.77179E+11,2,Layer 6
85680943672,85680943673,2,Layer 5
85680943679,85680943678,2,Layer 5
50373475255,50373475254,2,Layer 5
2.99353E+11,2.99353E+11,2,Layer 5
14826388705,14826388706,2,Layer 5
14706614297,14706614296,2,Layer 5
1.56805E+11,1.56805E+11,2,Layer 5
4.77208E+11,4.77208E+11,2,Layer 6
50403535906,50403535907,2,Layer 5
6.19577E+11,6.19577E+11,2,Layer 6
1.9337E+11,1.9337E+11,2,Layer 5
1.20989E+11,1.20989E+11,2,Layer 5
1.21915E+11,1.21915E+11,2,Layer 6
1.20839E+11,1.20839E+11,2,Layer 5
3.3469E+11,3.3469E+11,2,Layer 6
14856484045,14856484044,2,Layer 5
4.41423E+11,4.41423E+11,2,Layer 5
4.41931E+11,4.41931E+11,2,Layer 5
1.21946E+11,1.21946E+11,2,Layer 5
5.84E+11,5.84E+11,2,Layer 6
4.05995E+11,4.05995E+11,2,Layer 5
50493440369,50493440368,2,Layer 5
1.57583E+11,1.57583E+11,2,Layer 5
4.05995E+11,4.05995E+11,2,Layer 5
50163778998,50163778999,2,Layer 5
6.35383E+11,5.84E+11,2,Layer 6
6.35402E+11,3.70327E+11,2,Layer 6
1.21198E+11,1.21198E+11,2,Layer 5
1.57113E+11,1.57113E+11,2,Layer 3
15520851485,15520851484,2,Layer 3
49752586471,49752586470,2,Layer 3
1.578E+11,1.578E+11,2,Layer 3
85569247868,85569247871,2,Layer 3
14115057937,14115057936,2,Layer 3
1.56963E+11,1.56963E+11,2,Layer 3
86645414712,86645414711,2,Layer 3
1.57083E+11,1.57083E+11,2,Layer 3
14144979880,14144979881,2,Layer 3
1.56903E+11,1.56903E+11,2,Layer 3
85359447559,85359447560,2,Layer 3
49692707941,49692707940,2,Layer 3
49692725296,49692725295,2,Layer 3
1.20547E+11,1.20547E+11,2,Layer 3
85389282817,85389282818,2,Layer 3
85389265467,85389265468,2,Layer 3
49842421658,49842421657,2,Layer 3
15251814143,15251814144,2,Layer 3
15311554002,6.35395E+11,2,Layer 3
1.57113E+11,1.57113E+11,2,Layer 3
85239690459,85239690458,2,Layer 3
85688953072,85688953073,2,Layer 3
49812430299,49812430298,2,Layer 3
1.21026E+11,1.21026E+11,2,Layer 3
1.56184E+11,1.56184E+11,2,Layer 3
1.57083E+11,1.57083E+11,2,Layer 3
1.20547E+11,6.35417E+11,2,Layer 3
1.91702E+11,1.91702E+11,2,Layer 3
51098085377,51068163440,2,Layer 3
1.56903E+11,1.56903E+11,2,Layer 3
85419534144,85419534143,2,Layer 3
3.00079E+11,3.00079E+11,2,Layer 3
1.5792E+11,1.5792E+11,2,Layer 3
50918744455,50918744456,2,Layer 3
6.35381E+11,85688953074,2,Layer 3
6.35408E+11,85688953074,2,Layer 3
86585588216,86585588215,2,Layer 3
15311502088,15281580126,2,Layer 3
51098120092,51098120093,2,Layer 3
2.64472E+11,2.64472E+11,2,Layer 3
1.91942E+11,1.91942E+11,2,Layer 3
85060141551,85060141552,2,Layer 3
85000297705,85000280373,2,Layer 3
1.20607E+11,1.20607E+11,2,Layer 3
13995664945,13995664946,2,Layer 3
49602751366,49602751365,2,Layer 3
2.28984E+11,2.28984E+11,2,Layer 3
49812412969,49812412970,2,Layer 3
1.56634E+11,1.56634E+11,2,Layer 3
1.21266E+11,1.21266E+11,2,Layer 3
15490964230,15490964231,2,Layer 3
49901866722,49901866721,2,Layer 3
1.5783E+11,1.5783E+11,2,Layer 3
15521076895,15521076896,2,Layer 3
1.21237E+11,1.21267E+11,1,Layer 3
16658647914,16658647915,1,Layer 3
1.57203E+11,1.57203E+11,1,Layer 3
16419480444,16419480443,1,Layer 3
1.21207E+11,1.21207E+11,1,Layer 3
1.56844E+11,6.35419E+11,1,Layer 3
1.5816E+11,1.5816E+11,1,Layer 3
1.58041E+11,1.58041E+11,1,Layer 3
52804086493,52804086494,1,Layer 3
51518275376,51518275375,1,Layer 3
1.56664E+11,1.56664E+11,1,Layer 3
16180278307,6.35394E+11,1,Layer 3
52893817664,52893817663,1,Layer 3
1.57502E+11,1.57502E+11,1,Layer 3
17376254267,17376254268,1,Layer 3
17346349653,6.35377E+11,1,Layer 3
53222560225,53222560226,1,Layer 3
16867910767,16867910766,1,Layer 3
1.57711E+11,1.57711E+11,1,Layer 3
53222629511,53222629510,1,Layer 3
1.22194E+11,1.22194E+11,1,Layer 3
1.58101E+11,6.35384E+11,1,Layer 3
1.22374E+11,1.22403E+11,1,Layer 3
1.21267E+11,1.21267E+11,1,Layer 3
1.57891E+11,1.57891E+11,1,Layer 3
52385404732,52385404731,1,Layer 3
53132811749,53132811748,1,Layer 3
1.21207E+11,6.35401E+11,1,Layer 3
1.22254E+11,1.22254E+11,1,Layer 3
1.57412E+11,1.57412E+11,1,Layer 3
1.57592E+11,1.57592E+11,1,Layer 3
1.93139E+11,6.35394E+11,1,Layer 3
51637911107,51637911106,1,Layer 3
1.57921E+11,1.57921E+11,1,Layer 3
16359705868,16359705869,1,Layer 3
51996714280,51996714281,1,Layer 3
1.56575E+11,1.56575E+11,1,Layer 3
1.92182E+11,6.35406E+11,1,Layer 3
1.93169E+11,1.93169E+11,1,Layer 3
87155335793,87155335794,1,Layer 3
1.56814E+11,1.56814E+11,1,Layer 3
1.22643E+11,1.22643E+11,1,Layer 3
1.21356E+11,1.21356E+11,1,Layer 3
1.5828E+11,1.5828E+11,1,Layer 3
17495924677,17495924676,1,Layer 3
1.57801E+11,1.57801E+11,1,Layer 3
53132863729,53132863728,1,Layer 3
4.45582E+11,4.45582E+11,2,Layer 5
4.09466E+11,4.09466E+11,2,Layer 5
6.35383E+11,6.35396E+11,2,Layer 6
4.82446E+11,4.82446E+11,2,Layer 5
2.34873E+11,2.34873E+11,2,Layer 5
2.68684E+11,2.68684E+11,2,Layer 5
5.18562E+11,5.18562E+11,2,Layer 5
6.35378E+11,6.35417E+11,2,Layer 5
3.39718E+11,3.39718E+11,2,Layer 5
3.39718E+11,3.39718E+11,2,Layer 5
3.75775E+11,3.75775E+11,2,Layer 5
1.9726E+11,1.9726E+11,2,Layer 5
4.11082E+11,4.11082E+11,2,Layer 5
53393909200,53393909201,2,Layer 6
6.354E+11,3.02794E+11,2,Layer 5
6.25084E+11,6.25084E+11,2,Layer 5
6.25084E+11,6.25084E+11,2,Layer 5
2.68624E+11,2.68624E+11,2,Layer 5
3.39718E+11,3.39718E+11,2,Layer 5
4.10962E+11,4.10962E+11,2,Layer 5
2.32089E+11,2.32089E+11,2,Layer 5
2.68684E+11,2.68684E+11,2,Layer 5
3.75325E+11,3.75325E+11,2,Layer 5
4.10184E+11,6.354E+11,2,Layer 5
2.68234E+11,2.68234E+11,2,Layer 5
1.9699E+11,1.9699E+11,2,Layer 5
2.70001E+11,2.70001E+11,2,Layer 5
2.70151E+11,2.70151E+11,2,Layer 5
6.35377E+11,6.35389E+11,2,Layer 6
1.25237E+11,1.25237E+11,2,Layer 6
6.25174E+11,6.25174E+11,2,Layer 5
4.10962E+11,4.10962E+11,2,Layer 5
3.37892E+11,3.37892E+11,2,Layer 6
3.04201E+11,3.04201E+11,2,Layer 5
5.18562E+11,5.18562E+11,2,Layer 5
53393909229,53393909227,2,Layer 6
53393909208,53393909207,2,Layer 6
3.04201E+11,3.04201E+11,2,Layer 5
3.74517E+11,3.74517E+11,2,Layer 5
5.5369E+11,5.5369E+11,2,Layer 5
3.41006E+11,3.41006E+11,2,Layer 5
5.18622E+11,5.18622E+11,2,Layer 5
5.18503E+11,5.18503E+11,2,Layer 5
2.34574E+11,2.34574E+11,2,Layer 5
5.54259E+11,5.54259E+11,2,Layer 5
2.34873E+11,2.34873E+11,2,Layer 5
2.70151E+11,2.70151E+11,2,Layer 5
3.74906E+11,3.74906E+11,2,Layer 5
4.78139E+11,4.78139E+11,2,Layer 5
4.78109E+11,4.78109E+11,2,Layer 5
3.71976E+11,3.71976E+11,2,Layer 5
3.71767E+11,3.71767E+11,2,Layer 5
3.72186E+11,3.72186E+11,2,Layer 5
3.01271E+11,3.01271E+11,2,Layer 5
5.8466E+11,5.8466E+11,2,Layer 5
5.49113E+11,5.49113E+11,2,Layer 5
5.8466E+11,5.8466E+11,2,Layer 5
3.01271E+11,6.35396E+11,2,Layer 5
4.07074E+11,4.07074E+11,2,Layer 5
4.42592E+11,4.42592E+11,2,Layer 5
2.65784E+11,2.65784E+11,2,Layer 5
3.36699E+11,6.35401E+11,2,Layer 5
3.36878E+11,3.36878E+11,2,Layer 5
6.20088E+11,6.20088E+11,2,Layer 5
4.42651E+11,4.42651E+11,2,Layer 5
4.07074E+11,4.07074E+11,2,Layer 5
4.42532E+11,4.42532E+11,2,Layer 5
16804374297,6.35383E+11,2,Layer 5
2.30297E+11,2.30297E+11,2,Layer 5
88343735939,88343735940,2,Layer 5
1.59349E+11,1.59349E+11,2,Layer 5
1.23232E+11,1.23232E+11,2,Layer 5
1.23203E+11,1.23203E+11,2,Layer 5
16919866815,16919866816,2,Layer 5
1.58869E+11,1.58869E+11,2,Layer 6
1.23412E+11,1.23412E+11,2,Layer 5
1.94537E+11,1.94537E+11,2,Layer 5
52317620973,6.35377E+11,2,Layer 5
16710378496,16710378497,2,Layer 5
88343683976,88343683977,2,Layer 5
88283944137,88283944136,2,Layer 5
88283926760,88283926761,2,Layer 5
5.16076E+11,5.16076E+11,1,Layer 6
6.21611E+11,6.21611E+11,1,Layer 6
88611889185,88611889186,1,Layer 6
88611889197,88611889191,1,Layer 6
3.37443E+11,3.37443E+11,1,Layer 6
3.01896E+11,3.01896E+11,1,Layer 6
3.37503E+11,3.37503E+11,1,Layer 6
3.37503E+11,3.37503E+11,1,Layer 6
3.37473E+11,3.37473E+11,1,Layer 6
3.01896E+11,6.35392E+11,1,Layer 6
3.01866E+11,3.01896E+11,1,Layer 6
3.37473E+11,3.37473E+11,1,Layer 6
3.01896E+11,3.01896E+11,1,Layer 6
87235965544,6.35378E+11,1,Layer 6
6.35379E+11,87206026268,1,Layer 6
3.37533E+11,6.35396E+11,1,Layer 6
3.37533E+11,3.37533E+11,1,Layer 6
3.38071E+11,3.38071E+11,1,Layer 6
5.87052E+11,6.35404E+11,1,Layer 6
4.79213E+11,4.79213E+11,1,Layer 6
4.44982E+11,4.44982E+11,1,Layer 6
3.37862E+11,3.37862E+11,1,Layer 6
4.43636E+11,4.43636E+11,1,Layer 6
3.01926E+11,3.01926E+11,1,Layer 6
3.01926E+11,3.01926E+11,1,Layer 6
52825340422,52825340421,1,Layer 6
52825340435,52825340434,1,Layer 6
5.16106E+11,6.35417E+11,1,Layer 6
3.73768E+11,3.73768E+11,1,Layer 6
4.43576E+11,4.43576E+11,1,Layer 6
2.30861E+11,2.30861E+11,1,Layer 6
2.30891E+11,2.30891E+11,1,Layer 6
3.72481E+11,3.72481E+11,1,Layer 6
1.23591E+11,6.35417E+11,1,Layer 6
2.30921E+11,2.30921E+11,1,Layer 6
5.16106E+11,5.16106E+11,1,Layer 6
17457629442,17457629441,1,Layer 6
4.44474E+11,4.44474E+11,1,Layer 6
3.38101E+11,3.38101E+11,1,Layer 6
3.38131E+11,3.38131E+11,1,Layer 6
6.3538E+11,52166832509,1,Layer 6
16589650578,16589650580,1,Layer 6
1.94954E+11,1.94954E+11,1,Layer 6
4.09226E+11,4.09226E+11,1,Layer 6
4.09226E+11,4.09226E+11,1,Layer 6
4.08029E+11,4.08029E+11,1,Layer 6
5.51385E+11,5.51385E+11,1,Layer 6
2.30891E+11,2.30891E+11,1,Layer 6
2.66558E+11,2.30891E+11,1,Layer 6
4.44952E+11,4.44952E+11,1,Layer 6
4.08867E+11,4.08867E+11,1,Layer 6
5.16286E+11,5.16286E+11,1,Layer 6
4.80499E+11,4.80499E+11,1,Layer 6
4.80469E+11,4.80469E+11,1,Layer 6
5.50367E+11,5.50367E+11,1,Layer 6
4.09405E+11,4.09405E+11,1,Layer 6
5.86872E+11,5.86872E+11,1,Layer 6
6.35374E+11,5.1479E+11,1,Layer 6
3.7317E+11,3.7317E+11,1,Layer 6
4.07999E+11,6.35388E+11,1,Layer 6
6.23227E+11,6.23227E+11,1,Layer 6
5.51653E+11,5.51653E+11,1,Layer 6
1.59856E+11,1.59856E+11,1,Layer 6
4.79243E+11,4.79243E+11,1,Layer 6
1.2371E+11,1.2371E+11,1,Layer 6
5.50307E+11,6.35387E+11,1,Layer 6
1.24249E+11,1.24249E+11,1,Layer 6
5.872E+11,5.872E+11,1,Layer 6
5.87022E+11,5.87022E+11,1,Layer 6
5.51893E+11,5.51893E+11,1,Layer 6
1.96696E+11,1.96696E+11,2,Layer 4
5.16262E+11,5.16262E+11,2,Layer 4
5.87447E+11,5.87447E+11,2,Layer 4
1.96726E+11,1.96726E+11,2,Layer 4
1.25182E+11,1.25182E+11,2,Layer 4
1.6079E+11,1.6079E+11,2,Layer 4
3.02261E+11,3.02261E+11,2,Layer 4
1.96786E+11,1.96786E+11,2,Layer 4
4.09501E+11,4.09501E+11,2,Layer 4
1.96247E+11,1.96247E+11,2,Layer 5
1.6079E+11,1.6079E+11,2,Layer 4
3.0271E+11,3.0271E+11,2,Layer 4
1.96756E+11,1.96756E+11,2,Layer 4
1.96726E+11,1.96726E+11,2,Layer 4
4.09471E+11,4.09471E+11,2,Layer 4
1.25182E+11,1.25182E+11,2,Layer 4
5.16292E+11,5.16292E+11,2,Layer 4
1.6061E+11,1.6061E+11,2,Layer 4
1.25212E+11,1.25212E+11,2,Layer 4
3.72422E+11,3.72422E+11,1,Layer 6
4.08179E+11,4.08179E+11,1,Layer 5
3.01147E+11,3.01147E+11,1,Layer 6
4.08149E+11,4.08149E+11,1,Layer 6
3.36754E+11,3.36754E+11,1,Layer 6
6.35383E+11,4.42801E+11,1,Layer 5
5.48695E+11,5.48695E+11,1,Layer 5
4.08179E+11,4.08179E+11,1,Layer 6
1.24581E+11,1.24581E+11,1,Layer 5
5.48545E+11,5.48545E+11,1,Layer 5
5.48545E+11,5.48545E+11,1,Layer 5
5.48545E+11,5.48545E+11,1,Layer 5
5.48575E+11,5.48575E+11,1,Layer 5
4.08179E+11,4.08209E+11,1,Layer 6
6.35403E+11,3.01298E+11,1,Layer 5
4.79484E+11,4.79484E+11,1,Layer 5
6.35397E+11,5.84751E+11,1,Layer 5
3.36784E+11,3.36784E+11,1,Layer 6
4.79483E+11,4.79483E+11,1,Layer 5
4.08179E+11,4.08209E+11,1,Layer 6
4.08239E+11,4.08239E+11,1,Layer 6
3.36754E+11,3.36754E+11,1,Layer 6
1.60248E+11,1.60248E+11,1,Layer 5
1.60218E+11,1.60218E+11,1,Layer 5
3.72452E+11,3.72452E+11,1,Layer 6
4.08179E+11,4.08179E+11,1,Layer 5
18147931595,18147931603,1,Layer 5
5.49263E+11,5.49263E+11,1,Layer 5
6.35407E+11,4.78258E+11,1,Layer 5
4.78258E+11,4.78258E+11,1,Layer 5
5.13716E+11,6.35383E+11,1,Layer 5
2.65541E+11,2.65541E+11,1,Layer 6
4.43846E+11,4.43846E+11,1,Layer 5
6.35392E+11,6.35389E+11,1,Layer 5
5.49114E+11,5.49114E+11,1,Layer 5
5.13566E+11,5.13566E+11,1,Layer 5
4.43846E+11,4.43846E+11,1,Layer 5
3.01268E+11,3.01268E+11,1,Layer 5
3.71945E+11,3.71945E+11,1,Layer 5
5.49024E+11,5.49024E+11,1,Layer 5
5.84661E+11,5.84661E+11,1,Layer 5
4.08179E+11,4.08179E+11,1,Layer 5
5.48635E+11,5.48635E+11,1,Layer 5
4.42771E+11,4.42771E+11,1,Layer 5
3.36694E+11,3.36694E+11,1,Layer 6
4.08179E+11,6.35382E+11,1,Layer 6
5.14972E+11,5.14972E+11,1,Layer 5
3.3849E+11,3.3849E+11,2,Layer 6
5.52672E+11,5.52672E+11,2,Layer 6
4.09884E+11,6.35374E+11,2,Layer 6
3.02764E+11,3.02764E+11,2,Layer 6
3.74187E+11,3.74187E+11,2,Layer 6
5.88249E+11,5.88249E+11,2,Layer 6
6.35371E+11,3.38461E+11,2,Layer 6
5.88249E+11,5.88249E+11,2,Layer 6
3.38431E+11,3.38431E+11,2,Layer 6
89343121746,89343121747,1,Layer 2
1.59899E+11,1.59899E+11,1,Layer 2
1.59929E+11,1.59929E+11,1,Layer 2
53227535696,53227535695,1,Layer 2
1.24681E+11,6.35385E+11,1,Layer 2
1.5954E+11,1.5954E+11,1,Layer 2
52808437856,52808437855,1,Layer 2
88445498273,88445498276,1,Layer 2
1.95327E+11,1.95327E+11,1,Layer 2
1.60408E+11,1.60438E+11,1,Layer 2
1.60618E+11,1.60618E+11,1,unclassified
1.24143E+11,1.24143E+11,1,unclassified
1.58732E+11,1.58732E+11,1,Layer 2
1.59331E+11,1.59331E+11,1,Layer 2
1.59301E+11,1.59301E+11,1,Layer 2
1.60857E+11,1.60857E+11,1,Layer 2
1.24711E+11,1.24711E+11,1,Layer 2
17979582355,6.35378E+11,1,unclassified
1.5942E+11,1.5942E+11,1,Layer 2
1.23484E+11,1.23484E+11,1,Layer 2
1.24083E+11,1.24083E+11,1,Layer 2
1.96164E+11,6.35388E+11,1,Layer 2
6.35382E+11,1.2519E+11,1,unclassified
6.35378E+11,1.2519E+11,1,unclassified
53227535693,53227535692,1,Layer 2
1.24112E+11,1.24112E+11,1,Layer 2
